No,Nama RS,Provinsi,Kota,Alamat,Telepon
788,LAB KLINIK KF RADIO DALAM,DKI JAKARTA,JAKARTA SELATAN,"JL. BRI RADIO DALAM NO.24, RW.1, GANDARIA UTARA, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA",0896-7890-9095|
789,LAB. KF KEBAYORAN LAMA,DKI JAKARTA,JAKARTA SELATAN,"Jl. Kebayoran Lama No. 50 RT.1/RW.1. Grogol Utara, Kebayoran Lama",021-72801766||
790,KLINIK KF.INHOUSE PLAZA DANAMON,DKI JAKARTA,JAKARTA SELATAN,"MENARA DANAMON LANTAI 22, JL. HAJI R. RASUNA SAID BLOK C NO.22",021-22958129|
791,KLINIK KF.0055 - CIDODOL,DKI JAKARTA,JAKARTA SELATAN,JL. KEBAYORAN LAMA NO. 34K,021-7203563|
792,KLINIK KF.0047 - RADIO DALAM,DKI JAKARTA,JAKARTA SELATAN,JL. RAYA RADIO DALAM 1-S,021-72789317|
793,KLINIK KF.0042 - BLOK M,DKI JAKARTA,JAKARTA SELATAN,JL. SULTAN HASANUDIN NO. 1,021-7220292|
794,KLINIK KF.0152 - PASAR MINGGU,DKI JAKARTA,JAKARTA SELATAN,JL. RAYA PASAR MINGGU KM 19 NO. 3 E-F,021-7943222|
795,KLINIK KF.0581 - BANGKA,DKI JAKARTA,JAKARTA SELATAN,"Jl. Bangka Raya No. 50, Pela Mampang, Mampang Prapatan",021-71795182|
796,KLINIK KF MENARA JAMSOSTEK,DKI JAKARTA,JAKARTA SELATAN,MENARA JAMSOSTEK LT.1 JL. GATOT SUBROTO NO.38 KUNINGAN BARAT,021-2525610|
797,KLINIK KF.0055 - OSHCS,DKI JAKARTA,JAKARTA SELATAN,JL. KEBAYORAN LAMA NO. 50 A,021-2561521|
798,KLINIK KF.0535 - CIPUTAT RAYA,DKI JAKARTA,JAKARTA SELATAN,JL. CIPUTAT RAYA NO 2B,021-7650620|
799,KLINIK KF.0527 - SRENGSENG SAWAH,DKI JAKARTA,JAKARTA SELATAN,JL. SRENGSENG SAWAH NO. 99,021-7875076|
800,KLINIK KF.TEBET RAYA,DKI JAKARTA,JAKARTA SELATAN,JL. TEBET RAYA NO. 27,021-8292856|
801,KF.WARUNG BUNCIT RAYA,DKI JAKARTA,JAKARTA SELATAN,JL. BUNCIT RAYA NO.189,0361-7992996|
802,KLINIK KF.0364 - SANTA,DKI JAKARTA,JAKARTA SELATAN,JL. WOLTER MONGINSIDI NO. 76,021-7208615|
803,KLINIK KF.0510 - LENTENG AGUNG,DKI JAKARTA,JAKARTA SELATAN,JL. RAYA LENTENG AGUNG NO. 131E,0361-7992996|
804,KLINIK KF.KAHFI 1,DKI JAKARTA,JAKARTA SELATAN,"Jl. Moh. Kahfi 1 Kav. 245 A, Kel. Ciganjur, Kec. Jagakarsa",021-27804718|
805,HELIX KLINIK & LABORATORIUM CAB. TEBET,DKI JAKARTA,JAKARTA SELATAN,"JL. TEBET TIMUR RAYA NO.57, RW.10, TEBET TIM., KEC. TEBET",0811-9736-268|
806,OPTIK MELAWAI RUKO BINTARO UTAMA,DKI JAKARTA,JAKARTA SELATAN,"JL. BINTARO UTAMA BLOK F II, NO 2C, KEL. BINTARO, KEC.PESANGGRAHAN,  JAKARTA SELATAN, DKI JAKARTA",0815-1956-6560
807,VIUUM EYEWEAR,DKI JAKARTA,JAKARTA SELATAN,"PONDOK INDAH MALL 2 LT 1, UNIT 107, JL METRO PONDOK INDAH NO 1, PONDOK PINANG",0811-9122521
808,LAB KLINIK PRAMITA PASAR MINGGU,DKI JAKARTA,JAKARTA SELATAN,"JL. RAYA RAGUNAN NO. P-3, RT.2/RW.3, JATI PADANG, KEC. PS. MINGGU, KOTA JAKARTA SELATAN",021-27808563||
809,OPTIK MELAWAI RUKO MAMPANG,DKI JAKARTA,JAKARTA SELATAN,"JL.MAMPANG PRAPATAN X NO.4 TEGAL PARANG, KEC. MAMPANG PRAPATAN",0815 1416 6730
810,OPTIK SEIS PLAZA FESTIVAL KUNINGAN,DKI JAKARTA,JAKARTA SELATAN,"UG UNIT 28-30 JL. HR RASUNA SAID KAV. C-22, JAKARTA",021-2528430|
811,SILOAM CLINIC BONA INDAH,DKI JAKARTA,JAKARTA SELATAN,"JL. KARANG TENGAH RAYA NO.8K, RUKO BONA INDAH BISNIS CENTRE, LEBAK BULUS",021-27654439||
812,OPTIK TUNGGAL ZEISS VISION PIM 3,DKI JAKARTA,JAKARTA SELATAN,JL. METRO PONDOK INDAH KAV IV/TA LANTAI NO.119 PONDOK INDAH,08119038342|
813,OPTIK TUNGGAL PONDOK INDAH MAL ( PIM ),DKI JAKARTA,JAKARTA SELATAN,JL. METRO PONDOK INDAH Lt. I/115,021-750 6964||
814,OPTIK TUNGGAL PRESTIGE ( PI 2 ),DKI JAKARTA,JAKARTA SELATAN,JL. METRO PONDOK INDAH SOUTH SKYWALK Lt.1 No. S 124 - 125,021-7592 0834||
815,OPTIK TUNGGAL NEXT GENERATION KASABLANKA,DKI JAKARTA,JAKARTA SELATAN,MALL KOTA KASABLANKA LT.2 NO.238 JL. KASABLANKA RAYA KAV.88,081990704222||
816,OPTIK TUNGGAL KOTA KASABLANKA ( KAS ),DKI JAKARTA,JAKARTA SELATAN,JL. CASABLANKA RAYA KAV.88,021-2948 8495||
817,OPTIK TUNGGAL PLAZA SEMANGGI ( SMG ),DKI JAKARTA,JAKARTA SELATAN,JL. JEND. SUDIRMAN KAV.50,021-2553 6478||
818,OPTIK TUNGGAL GANDARIA MAIN STREET/CITY (GAN),DKI JAKARTA,JAKARTA SELATAN,JL. K.H SYAFII HADZAMI NO.8 GANDARIA-JAKSEL,021-2905 3124||
819,OPTIK TUNGGAL KEMANG EXION VILLAGE JAKARTA ( KEV ),DKI JAKARTA,JAKARTA SELATAN,"EXION MALL KEMANG VILLAGE,36 P.ANTASARI,KEMANG,JAKSEL.12150",021-2905 6849||
820,OPTIK TUNGGAL KALIBATA CITY SQUARE ( KCJ ),DKI JAKARTA,JAKARTA SELATAN,"JL.KALIBATA RAYA NO.1, JAKARTA SELATAN. 12750",021-791 60029||
821,DENTOLOGIA MEDICOESTHETIC CLINIC (DMC),DKI JAKARTA,JAKARTA SELATAN,"JL. BENDA NO.46A, RT 006 / RW 004, CILANDAK TIMUR, PASAR MINGGU",0821-2226-8600|
822,KLINIK MEDIKA WIJAYA,DKI JAKARTA,JAKARTA SELATAN,"Jl. Wijaya I Blok Q No. 381 , K. Petogogan Baru , Jakarta Selatan",021-29329382/082138605189
823,KLINIK PRATAMA (KEBAGUSAN),DKI JAKARTA,JAKARTA SELATAN,"Jl. Raya Jagakarsa RT. 13 RW. 01 No 83 , Jakarta Selatan",021-7872723/081230004306
824,KLINIK KIRANA,DKI JAKARTA,JAKARTA SELATAN,"Jl. Warung Buncit  No. 200 RT. 01, RW. 09, Kalibata, Pancoran, Jakarta Selatan",021-26963289/081315885526
825,KLINIK PRATAMA MITRA MEDIKA (GRAND MITRA),DKI JAKARTA,JAKARTA SELATAN,"Jl. Moh Kahfi No. 298 , Jakarta Selatan",021-7873291/081368830512
826,KLINIK SAHABAT,DKI JAKARTA,JAKARTA SELATAN,Jl. Mampang Prapatan XV No. 6 Kel. Pancoran Kec. Pancoran Jakarta Selatan,081280609135
827,KLINIK SETIA MEDIKA,DKI JAKARTA,JAKARTA SELATAN,"Jl.  Bintaro Permai No. 7 , Jakarta Selatan",021- 7354585/082130001359
828,KLINIK DOKTER KITA CILANDAK KKO,DKI JAKARTA,JAKARTA SELATAN,"Jl. Cilandak KKO Raya No. 11 A, Jakarta Selatan",021-7821349/081327929360
829,KLINIK MEDIKA II BUNCIT,DKI JAKARTA,JAKARTA SELATAN,"Jl. Buncit Raya No. 38 , Jakarta Selatan",021-7985178/082159370714
830,KLINIK MEDIRA MANGGA BESAR,DKI JAKARTA,JAKARTA SELATAN,"Jl. Buncit Raya No. 38 , Jakarta Selatan (MEDIKA II BUNCIT),",(021) 22001650/081230002143
831,KLINIK TIARA,DKI JAKARTA,JAKARTA SELATAN,"Jl. Senopati No. 83 Kebayoran Baru , Jakarta Selatan",021-5736210/081327930313
832,KLINIK RATNA MEDIKA,DKI JAKARTA,JAKARTA SELATAN,"Jl. RS. Fatmwati No. 4E RT. 03 RW. 05 Cilandak Barat, Jakarta Selatan",021-7501958/081285904817
833,KLINIK SAMALI MEDIKA,DKI JAKARTA,JAKARTA SELATAN,"Jl. H. Samali No. 21 RT. 08 RW. 04  Kalibata , Pancoran",021 2696 3164/087783089967
834,KLINIK KEMANG MEDIKA,DKI JAKARTA,JAKARTA SELATAN,"Jl. Ampera Raya No. 18 Kemang, Jakarta Selatan",021-7890979/081213679681
835,KLINIK MEDIKA I RADIO DALAM,DKI JAKARTA,JAKARTA SELATAN,"Jl. Radio Dalam Raya No. 8 , Jakarta Selatan",021-7250849/081214015893
836,KLINIK DHARMA BAKTI KKO,DKI JAKARTA,JAKARTA SELATAN,"Jl. Cilandak KKO Raya No. 45 , Jakarta Selatan",021-7814898/081327930156
837,KLINIK GRAHA MEDIKA FATMAWATI,DKI JAKARTA,JAKARTA SELATAN,"Jl. RS Fatmawati Raya No. 18 C , Jakarta Selatan",0217652332/081327918903
838,FDC DENTAL CLINIC (FATMAWATI 2),DKI JAKARTA,JAKARTA SELATAN,"Jl. RS. Fatmawati Raya No.14 E, RW.5, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",0811-1922-4528
839,OPTIK SATURDAYS ONE SATRIO,DKI JAKARTA,JAKARTA SELATAN,"ONE SATRIO - CBD MEGA KUNINGAN, UNIT E22, JL. PROF. DR. SATRIO KAV. E.1.3, KEL. KARET KUNINGAN, KEC. SETIABUDI",0877-9455-2539|
840,HAPPY DENTAL CLINIC CITOS,DKI JAKARTA,JAKARTA SELATAN,CILANDAK TOWN SQUARE LAT.2 LAT 156 CILANDAK BARAT,0878-5287-1436|
841,SMILE LINE DENTAL CLINIC,DKI JAKARTA,JAKARTA SELATAN,"KOMP. PERTOKOAN BUKIT HIJAU (THB 34), JL. GEDUNG HIJAU RAYA NO. 8 RT 001, RW 013 PONDOK PINANG, KEC. KEBAYORAN LAMA",021-27813006 / 27812230|
842,KLINIK UTAMA INTIBIOS CABANG HANG TUAH,DKI JAKARTA,JAKARTA SELATAN,"JL. HANGTUAH X NO.35, RT.2/RW.8, GUNUNG, KEC. KBY. BARU",0811-9688-839|
843,KLINIK PRATAMA INTIBIOS CABANG KEBAYORAN LAMA,DKI JAKARTA,JAKARTA SELATAN,"CIPUTAT RAYA NO. 335A, KEL. KEBAYORAN LAMA UTARA, KEC. KEBAYORAN LAMA",0817-5478-886|
844,RS MARINIR CILANDAK,DKI JAKARTA,JAKARTA SELATAN,JL. RAYA CILANDAK KKO PASAR MINGGU,021-7805296 / 7805415|021-7805415|021-7805415
845,HAPPY DENTAL CLINIC AEON MALL TANJUNG BARAT,DKI JAKARTA,JAKARTA SELATAN,"AEON MALL TANJUNG BARAT LAT 2 JL. RAYA TANJUNG BARAT, JAGAKARSA",0811-499191|
846,KLINIK UTAMA PONDOK INDAH MEDICAL CENTRE,DKI JAKARTA,JAKARTA SELATAN,"JL. SEKOLAH KENCANA IVA TN 8A, PONDOK PINANG KEBAYORAN LAMA",021-7513990|
847,RSUP FATMAWATI (GRIYA HUSADA),DKI JAKARTA,JAKARTA SELATAN,"JL.  FATMAWATI , JAKARTA SELATAN 12430",021-7501524|
848,DOKTER ANGGI DENTAL CLINIC - TEBET,DKI JAKARTA,JAKARTA SELATAN,JL. TEBET TIMUR DALAM RAYA NO.53 TEBET,021-22902525||
849,DRI CLINIC,DKI JAKARTA,JAKARTA SELATAN,"JALAN TEROGONG RAYA NO.52 E, RT.9/RW. 10 CILANDAK BARAT, KEC. CILANDAK, JAKARTA SELATAN",0811-9289-997|
850,FDC DENTAL KEMANG,DKI JAKARTA,JAKARTA SELATAN,"JL. BANGKA RAYA NO.27B, KEL. PELA MAMPANG, KEC. MAMPANG PRAPATAN",021-171771158|
851,FDC DENTAL PASAR MINGGU,DKI JAKARTA,JAKARTA SELATAN,"JL. RAYA PASAR MINGGU NO.13 C-D, RT. 12, RW. 6, PEJATEN TIMUR",021-26966366|
852,KLINIK KAVPOLA DENTAL CARE,DKI JAKARTA,JAKARTA SELATAN,"JL. A NO.36, RT.3/RW.3, RAGUNAN, PS. MINGGU",021-78835829||
853,KLINIK UTAMA NEURO CARE BY KLINIK PINTAR,DKI JAKARTA,JAKARTA SELATAN,"JL. WIJAYA I NO.1, RW.4, PETOGOGAN, KEC. KBY. BARU",0813-89926993|
854,KF GUNTUR,DKI JAKARTA,JAKARTA SELATAN,JL. GUNTUR NO. 32 - 34 SETIA BUDI,021-8295174 / 0811-2222-873||
855,KLINIK PERTAMINA SOPODEL TOWER,DKI JAKARTA,JAKARTA SELATAN,"SOPODEL TOWER, LANTAI 37, JLN MEGA KUNINGAN BARAT III, KUNINGAN, SETIABUDI - JAKARTA SELATAN",0812-8204-4516|
856,KLINIK EPSYLON DENTAL SPECIALIST,DKI JAKARTA,JAKARTA SELATAN,"THE AKKAS COMMERCIAL BUILDING JL. TB. SIMATUPANG NO. 23 TANJUNG BARAT, JAGAKARSA",0812-10999954|
857,KLINIK PRODIA WOMENS HEALTH CENTRE (PWHC),DKI JAKARTA,JAKARTA SELATAN,JL. WOLTER MONGINSIDI NO.77 KEBAYORAN BARU,021-72783858|
858,OPTIK SATURDAYS KOTA KASABLANKA,DKI JAKARTA,JAKARTA SELATAN,"MALL KOTA KASABLANKA, LT. UG - ISLAND UNIT U22, JL. CASABLANCA RAYA KAV. 88, MENTENG DALAM, KEC. TEBET, DAERAH KHUSUS IBUKOTA JAKARTA",0877-4955-2546
859,KLINIK JAKARTA KEMANG,DKI JAKARTA,JAKARTA SELATAN,JL. KEMANG RAYA NO. 72 JAKARTA SELATAN,021-22720437
860,AIC PHYSIOTHERAPY CLINIC,DKI JAKARTA,JAKARTA SELATAN,"RUKAN PERMATA SENAYAN JL TENTARA PELAJAR BLOK A 18-19, RT/RW : 001/007 GROGOL UTARA KEBAYORAN LAMA KOTA JAKARTA SELATAN DKI JAKARTA",021-5794-0630 / 0878-1513-7600
861,OPTIK MELAWAI BUKIT PODOMORO JAKARTA,DKI JAKARTA,JAKARTA TIMUR,"JL I GUSTI NGURAH RAI, NO 20 RT 12/RW 1, KEL. KLENDER, KEC. DUREN SAWIT, KOTA JAKARTA TIMUR, DKI JAKARTA",0815-1989-6280
862,OPTIK TUNGGAL LIVING WORLD KOTA WISATA,DKI JAKARTA,JAKARTA TIMUR,PERUMAHAN KOTA WISATA CIBUBUR CENTRAL BUSINESS DISTRICT (CBD) COMM AREA 8 KEL.CIANGSANA KEC.GUNUNG PUTRI BOGOR LT.1 NO.36-B,081112517430
863,OPTIK MELAWAI BUARAN JAKARTA TIMUR,DKI JAKARTA,JAKARTA TIMUR,"JL. BUARAN RAYA NO 10B, KEL. KLENDER, KEC. DUREN SAWIT, KOTA ADM. JAKARTA TIMUR",0855 1837 451
864,KLINIK AUDY DENTAL CAWANG,DKI JAKARTA,JAKARTA TIMUR,"JL. DEWI SARTIKA NO.292E, RT.1/RW.6, CAWANG, KEC. KRAMAT JATI, JAKARTA TIMUR,",021-5692-2135
865,AUDY DENTAL TAMAN MINI,DKI JAKARTA,JAKARTA TIMUR,"JL. RAYA PONDOK GEDE NO.27 RT 012 RW 01, KEC. LUBANG BUAYA, KEC. CIPAYUNG KOTA ADM. JAKARTA TIMUR DKI JAKARTA",021-2982-3888
866,AUDY DENTAL RAWAMANGUN,DKI JAKARTA,JAKARTA TIMUR,"JL. BALAI PUSTAKA TIMUR NO. 4A RT 001 RW 014 KEL. RAWAMANGUN, KEC. PULO GADUNG, JAKARTA TIMUR",
867,Klinik Medikids by MHDC Wakaf Kalimalang,DKI JAKARTA,JAKARTA TIMUR,"Jl. Kalimalang/Per Kav PTB Blok A2 No. 04 Pondok Kelapa, Duren Sawit, Jakarta Timur",
868,KLINIK DEVITA,DKI JAKARTA,JAKARTA TIMUR,Jl. Jatinegara Timur No.57 Jatinegara,'021-8501134 / 8516274
869,RS HAJI JAKARTA,DKI JAKARTA,JAKARTA TIMUR,Jl. Raya Pondok Gede,'(021) 8000693-95(021) 8000695
870,RS. COLUMBIA ASIA PULOMAS,DKI JAKARTA,JAKARTA TIMUR,Jl. Kayu Putih Raya. Pulomas,'(021) 29459999/29559400
871,RS BHAYANGKARA TK.1 R.SAID SUKANTO (POLRI),DKI JAKARTA,JAKARTA TIMUR,Jl.  Raya Bogor Kramat Jati Rs Polri,'021-8093288
872,RS HARAPAN BUNDA,DKI JAKARTA,JAKARTA TIMUR,Jl.  Raya Bogor Km.22 No.44,'021-8400257
873,APOTEK FARMARIN II PENGGILINGAN,DKI JAKARTA,JAKARTA TIMUR,Perum Taman Pulo Indah Blok I No.7-8 Penggilingan Cakung,'021-4800688
874,RS HARUM SISMA MEDIKA,DKI JAKARTA,JAKARTA TIMUR,Jl.  Tarum Barat. Kalimalang Jaktim,'021-8617212/3 ; 021-8617213
875,RS ISLAM JAKARTA TIMUR (PONDOK KOPI),DKI JAKARTA,JAKARTA TIMUR,Jl.  Raya Pondok Kopi,'021-8630654/29809000/8610471/8610471
876,RS RESTU KASIH,DKI JAKARTA,JAKARTA TIMUR,Jl. Raya Bogor Km.19 No.3a. Kramat Jati,'021-8002166/8001177
877,RS MASMITRA,DKI JAKARTA,JAKARTA TIMUR,Jl.  Kelurahan Jatimakmur. No.40. Pondok Gede,'021-84971766
878,RS JANTUNG JAKARTA,DKI JAKARTA,JAKARTA TIMUR,Jl.  Matraman Raya No.23. Jakarta Timur,021-29361158/29361160/29360698
879,RS ANTAM MEDIKA,DKI JAKARTA,JAKARTA TIMUR,Jl.  Pemuda Raya No.1a Pulogadung,021- 80614889/888
880,RS PREMIER JATINEGARA,DKI JAKARTA,JAKARTA TIMUR,Jl. Raya Jatinegara Timur No.85-87,'021-2800888
881,RS EMC PULO MAS,DKI JAKARTA,JAKARTA TIMUR,Jl.  Pulo Mas Barat  Vi. No.20,'021- 2977 9999
882,RS YADIKA PONDOK BAMBU,DKI JAKARTA,JAKARTA TIMUR,Jl.  Pahlawan Revolusi No.47 Pondok Bambu - Jakarta Timur,'021-8615754 / 021-8610756
883,RSIA BUNDA ALIYAH,DKI JAKARTA,JAKARTA TIMUR,Jl. Pahlawan Revolusi No.100 Pondok Bambu,'021-86602525
884,RS RAWAMANGUN,DKI JAKARTA,JAKARTA TIMUR,Jl.  Balai Pustaka Raya. No.29-31,'021-47885201/021-4893531
885,KLINIK YADIKA CIBUBUR,DKI JAKARTA,JAKARTA TIMUR,Jl.  Lapangan Tembak No.9 Pekayon-Cibubur,'021-8711515-
886,KLINIK PRATAMA BINA HUSADA BAKTI,DKI JAKARTA,JAKARTA TIMUR,Jl. Raya Penggilingan Raya No.12 Rt.07/08. Penggilingan. Cakung,'021-22464998 / 46829425
887,RS JANTUNG BINA WALUYA CARDIAC CENTER,DKI JAKARTA,JAKARTA TIMUR,Jl. Tb Simatupang No.71,'021-87781605 / 87781606
888,RS DHARMA NUGRAHA,DKI JAKARTA,JAKARTA TIMUR,Jl. Balai Pustaka Baru No.19 Rawamangun,'021-4707433-37021-4707437
889,RS HERMINA JATINEGARA,DKI JAKARTA,JAKARTA TIMUR,Jl. Raya Jatinegara Barat. No.126,'021-8513838 / 8191223
890,RS HARAPAN JAYAKARTA,DKI JAKARTA,JAKARTA TIMUR,Jl.  Bekasi Timur Raya. No.6 Km.18. Pulo Gadung,'021-4603916/4601371/021-46822879
891,KLINIK SAPTA MITRA,DKI JAKARTA,JAKARTA TIMUR,Jalan Taman Malaka Utara Blok A12. Malakajaya,'021-86906363/021-5844330
892,RB & KLINIK SEJAHTERA CIRACAS,DKI JAKARTA,JAKARTA TIMUR,Jl. Raya Ciracas No.7,'021- 87717635/87712710/87712711-
893,RSU UKI,DKI JAKARTA,JAKARTA TIMUR,Jl.  Mayjen Soetoyo. Cawang,'021-8092317.8010526.8092831.8010523
894,RS KARTIKA PULOMAS,DKI JAKARTA,JAKARTA TIMUR,Jl. Pulomas Timur K No.2 Blok G-H-C/1,'021-4703333
895,KLINIK MEDIKIDS,DKI JAKARTA,JAKARTA TIMUR,"PINTU 1 GF BLOK D NO. 2 GREEN TERRACE TAMAN MINI INDONESIA INDAH, KEL. CEGER, KEC. CIPAYUNG, JAKARTA TIMUR",(021) 29840066
896,KLINIK MEDIKA OCCUPATIONAL HEALTH CARE (OHC),DKI JAKARTA,JAKARTA TIMUR,"JL. BATU AMPAR III NO.55, RT.11/ RW.02, KRAMAT JATI",(021) 80886446|
897,KLINIK MGM 24 KRAMAT JATI,DKI JAKARTA,JAKARTA TIMUR,"JL. INPRES NO.19 KP. TENGAH, KRAMAT JATI",021- 80886446 / 8779 5449|
898,KLINIK PRATAMA MEDIKA KRAMAT JATI,DKI JAKARTA,JAKARTA TIMUR,"JL. BATU AMPAR III NO.55 , RT.011/002  KRAMAT JATI",021-80886446|
899,RS PUSAT OTAK NASIONAL,DKI JAKARTA,JAKARTA TIMUR,"JL. M.T HARYONO, CAWANG",(021) 2937 3377|
900,RS KHUSUS MATA SMEC JAKARTA,DKI JAKARTA,JAKARTA TIMUR,"JL. PEMUDA NO.36, RAWAMANGUN",(021) 4714848
901,RSIA SAMMARIE BASRA,DKI JAKARTA,JAKARTA TIMUR,"JL. BASUKI RACHMAT NO.31, PONDOK BAMBU, DUREN SAWIT",021-86613145||
902,OPTIK MELAWAI ARION PLAZA,DKI JAKARTA,JAKARTA TIMUR,"Plaza Arion Lt. Dasar 10, Jl. Pemuda RT. 2/RW. 7",021-4711529
903,OPTIK MELAWAI BALAI PUSTAKA RAWAMANGUN,DKI JAKARTA,JAKARTA TIMUR,JL. BALAI PUSTAKA TIMUR NO.3,021-4757908
904,OPTIK MELAWAI CIBUBUR JUNCTION,DKI JAKARTA,JAKARTA TIMUR,Cibubur Junction Lt. GF No. 51,021-87756444
905,OPTIK MELAWAI LIPPO MALL KRAMAT JATI,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI INDAH GF NO.27,021-80875251
906,OPTIK MELAWAI MALL BASSURA CITY,DKI JAKARTA,JAKARTA TIMUR,BASSURA CITY GF-18,021-22807311
907,OPTIK MELAWAI MALL CIPINANG INDAH,DKI JAKARTA,JAKARTA TIMUR,Mall Cipinang Indah Unit G- Raya,021-29483768
908,OPTIK MELAWAI OPMEL CIJANTUNG,DKI JAKARTA,JAKARTA TIMUR,"Plaza Graha Cijantung, G UNIT 30-31",021-87793335
909,OPTIK MELAWAI PLAZA BUARAN,DKI JAKARTA,JAKARTA TIMUR,Buaran Plaza Lt. Dasar No. 1 & 2,021-86615054
910,OPTIK MELAWAI TRANS STUDIO CIBUBUR,DKI JAKARTA,JAKARTA TIMUR,"Trans Studio Cibubur Lt. 1 No. 55, Jl. Alternatif Cibubur No. 230",021-39715598
911,AUDY DENTAL PONDOK BAMBU,DKI JAKARTA,JAKARTA TIMUR,JL. PAHLAWAN REVOLUSI NO.15 PONDOK BAMBU,(021) 29622453
912,OPTIK SEIS MALL BASSURA CITY,DKI JAKARTA,JAKARTA TIMUR,JL. BASUKI RAHMAT NO.1A CIPINANG BESAR SELATAN JATINEGARA,021-22807668|
913,OPTIK SEIS CIBUBUR JUNCTION,DKI JAKARTA,JAKARTA TIMUR,GROUND FLOOR NO. 28-29 JL.  JAMBORE NO.1 CIBUBUR JAKARTA TIMUR 13720,(021) 87756477|
914,OPTIK SEIS MAL CIPUTRA CITRAGRAN CIBUBUR,DKI JAKARTA,JAKARTA TIMUR,"GROUND FLOOR NO. 51 JL.  ALTERNATIF CIBUBUR CILEUNGSI KM. 4 JATIKARYA, CIBUBUR 17435",(021) 29377342|
915,OPTIK SEIS AEON MALL CAKUNG,DKI JAKARTA,JAKARTA TIMUR,"PS. MODERN JKT GARDEN CITY, JL. CASSIA UTAMA NO. 46, RT 8/6 CAKUNG, JAKARTA TIMUR",021-22463063|
916,OPTIK SEIS LIPPO PLAZA KRAMATJATI,DKI JAKARTA,JAKARTA TIMUR,JL. RAYA BOGOR KM.19 KRAMAT JATI,021-80875247|
917,OPTIK INTERNASIONAL CILILITAN (PGC),DKI JAKARTA,JAKARTA TIMUR,"GD.PGC LT.1 NO.432-433, JL. MAYJEN SUTOYO NO.76 CILILITAN",021-30016206
918,KLINIK DR ABDUL RADJAK TEGALAN (d/h KLINIK MHT TEGALAN),DKI JAKARTA,JAKARTA TIMUR,JL.  TEGALAN NO. 30,021-8581344||
919,KLINIK DR.ABDUL RADJAK PONDOK GEDE (d/h KLINIK 24 JAM MHT PONDOK GEDE),DKI JAKARTA,JAKARTA TIMUR,"JL. RAYA PONDOK GEDE NO.23-25, KRAMAT JATI",021-8093602 / 80887175/74|021-80887175|021-80887175
920,KLINIK DEWA MEDIKA CAKUNG,DKI JAKARTA,JAKARTA TIMUR,"JL. RAWA KUNING NO.21 RT.05/RW.07 PULOGEBANG, CAKUNG",021-4802944 / 29285796||
921,KLINIK MITRA CAKUNG,DKI JAKARTA,JAKARTA TIMUR,"JL. BALAI RAKYAT NO.38 GEMPOL, CAKUNG",021-29844221|061-7342364|061-7342364
922,FDC DENTAL CLINIC (KLENDER),DKI JAKARTA,JAKARTA TIMUR,"Jl. TERATAI PUTIH RAYA NO.2, RW.4, MALAKA SARI, KEC. DUREN SAWIT",021-86616675||
923,FDC DENTAL CLINIC (KALIMALANG),DKI JAKARTA,JAKARTA TIMUR,"JL. INSPEKSI KALIMALANG NO.9C, PD. KLP., KEC. DUREN SAWIT",021-22845161||
924,FDC DENTAL CLINIC (JATIWARINGIN),DKI JAKARTA,JAKARTA TIMUR,"JL. RAYA JATIWARINGIN NO.5A, RT 08/RW. 05 CIPINANG MELAYU, JAKARTA TIMUR",021-86601509
925,LAB KF DUREN SAWIT,DKI JAKARTA,JAKARTA TIMUR,JL. RAYA DUREN SAWIT NO. 29 JAKARTA TIMUR,021-86607695||
926,KLINIK UTAMA MITRA DIANI,DKI JAKARTA,JAKARTA TIMUR,"JL. RAYA PKP RT. 013/008, KEL. KELAPA DUA WETAN",021-8728497|
927,KLINIK MITRA,DKI JAKARTA,JAKARTA TIMUR,"JL. RAYA PENGGILINGAN KEL. PENGGILINGAN, KEC. CAKUNG",021-4805201||
928,KLINIK KF. MUTIARA CAWANG,DKI JAKARTA,JAKARTA TIMUR,Jl. Cawang Baru Utara No. 18 RT 01/11,021-8507050|
929,KLINIK KF. 0147 - DUREN SAWIT,DKI JAKARTA,JAKARTA TIMUR,Jl. Duren Sawit Raya Blok B3 No. 29,021-8605603|
930,KLINIK KF. 0049 - PONDOK BAMBU,DKI JAKARTA,JAKARTA TIMUR,"Klender, Jl. Pahlawan Revolusi No. 53",021-8615154|
931,KLINIK KF. DENTAL ESTETIK MATRAMAN,DKI JAKARTA,JAKARTA TIMUR,Jl. Matraman Raya No. 57 RT 05/04,021-21015507|
932,KLINIK KF. 0529 - CIPINANG,DKI JAKARTA,JAKARTA TIMUR,Jl. Cipinang Jaya No. 74,021-29821930|
933,KLINIK KF. BAMBU APUS,DKI JAKARTA,JAKARTA TIMUR,Jl. Bambu Apus Raya Blok F No. 49,021-28672800|
934,KLINIK KF. 0512 - PONDOK KOPI MALAKASARI,DKI JAKARTA,JAKARTA TIMUR,"Jl. Teratai Putih Raya Blok 28, Kav No. 9",021-86616763|
935,KLINIK KF. 004 - RAWAMANGUN,DKI JAKARTA,JAKARTA TIMUR,Jl. Pengambiran No. 33C,021-471-8059||
