nama_rumah_sakit,alamat,telp,text
RS AWAL BROS A. YANI,"JL JEND A YANI NO 73, PEKANBARU",(0761)21000,Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik
RS SILOAM HOSPITALS BUTON,"JL SULTAN HASANUDDIN NO 58, BATULO, WOLIO, BAUBAU",(0402)2825555,Global Excel Indonesia | Individu | Cashless | SULAWESI TENGGARA | KOTA BAUBAU | Rawat_Inap | - | - | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI TENGGARA | KOTA BAUBAU | Rawat_Inap | - | - | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI TENGGARA | KOTA BAUBAU | Rawat_Inap | - | - | Optik
RS SILOAM HOSPITALS DHIRGA SURYA,"JL IMAM BONJOL NO 6, MEDAN",(0618)8881900,Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA MEDAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA MEDAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KOTA MEDAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS JAMBI,"JL SOEKARNO HATTA, PAL MERAH, JAMBI",(0741)5919000,Global Excel Indonesia | Individu | Cashless | JAMBI | KOTA JAMBI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAMBI | KOTA JAMBI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAMBI | KOTA JAMBI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS JEMBER,"JL. GAJAH MADA NO.104, KALIWATES, JEMBER",(0331)2861900,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN JEMBER | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN JEMBER | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN JEMBER | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS KEBON JERUK,"JL. RAYA PERJUANGAN KAV 8, JAKARTA BARAT",(021)25677888,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA BARAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA BARAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA BARAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS KELAPA DUA,"JALAN KELAPA DUA RAYA, NO.1001, TANGERANG",(021)80524900,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS KUPANG,"JL R W MONGINSIDI, KUPANG, NTT, KUPANG",(0380)8530900,Global Excel Indonesia | Individu | Cashless | NUSA TENGGARA TIMUR | KOTA KUPANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | NUSA TENGGARA TIMUR | KOTA KUPANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | NUSA TENGGARA TIMUR | KOTA KUPANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS LABUAN BAJO,"JL.GABRIEL GAMPUR RT.013/05, KEC KOMODO, MANGGARAI BARAT, KUPANG",(0385)2381900,Global Excel Indonesia | Individu | Cashless | NUSA TENGGARA TIMUR | KOTA KUPANG | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | NUSA TENGGARA TIMUR | KOTA KUPANG | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | NUSA TENGGARA TIMUR | KOTA KUPANG | Rawat_Inap | Rawat_Jalan | - | Optik
RS SILOAM HOSPITALS LIPPO CIKARANG,"JL. MH.THAMRIN KAV 105, LIPPO CIKARANG, BEKASI",(021)29636900,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS LIPPO VILLAGE,"JL. SILOAM 6, LIPPO KARAWACI, TANGERANG",(021)80646900,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS MAKASSAR,"JL METRO TANJUNG BUNGA KAV 9, MAKASSAR",(0411)3662900,Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KOTA MAKASSAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KOTA MAKASSAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KOTA MAKASSAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS MAMPANG,"JL MAMPANG PERAPATAN NO.XVI, JAKARTA SELATAN",(021)50102911,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS MANADO,"JL SAM RATULANGI NO 22, MANADO",(0431)7290900,Global Excel Indonesia | Individu | Cashless | SULAWESI UTARA | KOTA MANADO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI UTARA | KOTA MANADO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI UTARA | KOTA MANADO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS MATARAM,"JALAN MAJAPAHIT NO.10, PAGESANGAN, MATARAM",(0370)623999,Global Excel Indonesia | Individu | Cashless | NUSA TENGGARA BARAT | KOTA MATARAM | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | NUSA TENGGARA BARAT | KOTA MATARAM | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | NUSA TENGGARA BARAT | KOTA MATARAM | Rawat_Inap | Rawat_Jalan | - | Optik
RS SILOAM HOSPITALS PAAL DUA,"JL. YOS SUDARSO NO.38-40, PAAL DUA, MANADO",(0431)7100900,Global Excel Indonesia | Individu | Cashless | SULAWESI UTARA | KOTA MANADO | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI UTARA | KOTA MANADO | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI UTARA | KOTA MANADO | Rawat_Inap | Rawat_Jalan | - | Optik
RS SILOAM HOSPITALS PALANGKARAYA,"JL RTA MILONO KM.4 NO.425, LANGKAI, PAHANDUT, PALANGKARAYA",(0536)8001100,Global Excel Indonesia | Individu | Cashless | KALIMANTAN TENGAH | KOTA PALANGKA RAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN TENGAH | KOTA PALANGKA RAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN TENGAH | KOTA PALANGKA RAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS PURWAKARTA,"JL. BUNGURSARI, CIBENING, PURWAKARTA",(0264)8628900,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN PURWAKARTA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN PURWAKARTA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN PURWAKARTA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS SEMARANG,"JL. KOMPOL MAKSUM NO.296, KEL.PETERONGAN, SEMARANG",(024)86001900,Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA SEMARANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA SEMARANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA SEMARANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS SRIWIJAYA PALEMBANG,"JL POM IX KEL LOROK PAKJO, KEC ILIR BARAT, PALEMBANG",(0711)5229100,Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA PALEMBANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA PALEMBANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA PALEMBANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM HOSPITALS SURABAYA,"JL. GUBENG NO. 70, SURABAYA",(031)99206900,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SILOAM SILAMPARI LUBUKLINGGAU,"JL. YOS SUDARSO RT.11, TABA JEMEKEH, LUBUKLINGGAU",(0733)3035900,Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA LUBUK LINGGAU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA LUBUK LINGGAU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA LUBUK LINGGAU | Rawat_Inap | Rawat_Jalan | - | Optik
RS SILOAM YOGYAKARTA,"JL LAKSDA ADISUCIPTO NO 32-34, YOGYAKARTA",(0274)55221,Global Excel Indonesia | Individu | Cashless | DI YOGYAKARTA | KOTA YOGYAKARTA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DI YOGYAKARTA | KOTA YOGYAKARTA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DI YOGYAKARTA | KOTA YOGYAKARTA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SITI HAJAR SIDOARJO,"JL. RADEN PATAH NO. 70-72, SIDOARJO",(031)8921233,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN SIDOARJO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN SIDOARJO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN SIDOARJO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSIA SOERYA,"JL. RAYA KALIJATEN 11-15, TAMAN SIDOARJO, SIDOARJO",(031)7885011,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN SIDOARJO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN SIDOARJO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN SIDOARJO | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS SRIWIJAYA PALEMBANG,"JL JEND SUDIRMAN NO 502, PALEMBANG",(0711)419680,Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA PALEMBANG | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA PALEMBANG | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA PALEMBANG | Rawat_Inap | Rawat_Jalan | - | Optik
RS ST.ANTONIUS AMPENAN LOMBOK,"JL. KOPERASI NO. 61, AMPENAN UTARA LOMBOK - NTB, LOMBOK",(0370)621397,Global Excel Indonesia | Individu | Cashless | NUSA TENGGARA BARAT | KABUPATEN LOMBOK BARAT | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | NUSA TENGGARA BARAT | KABUPATEN LOMBOK BARAT | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | NUSA TENGGARA BARAT | KABUPATEN LOMBOK BARAT | Rawat_Inap | Rawat_Jalan | - | Optik
RS ST CAROLUS SUMMARECON SERPONG,"JL GADING GOLF BOULEVARD, KAV 08 GADING SERPONG, TANGERANG",(021)54220811,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS ST ELISABETH PURWOKERTO,"JL. DR. ANGKA NO.40, PURWOKERTO",(0281)627384,Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KABUPATEN BANYUMAS | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KABUPATEN BANYUMAS | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KABUPATEN BANYUMAS | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSU SYIFA MEDIKA BANJARBARU,"JL R O ULIN NO 93, LOKTABAT SELATAN, BANJARBARU",(0511)5910889,Global Excel Indonesia | Individu | Cashless | KALIMANTAN SELATAN | KOTA BANJARBARU | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN SELATAN | KOTA BANJARBARU | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN SELATAN | KOTA BANJARBARU | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSU SYUBBANUL WATHON (SILOAM GROUP),"JL. MAGELANG-KOPENG, KM.08, NUREN, PURWOSARI, TEGALREJO, MAGELANG",(0239)2911900,Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA MAGELANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA MAGELANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA MAGELANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS TELOGOREJO,"JL. KH. AHMAD DAHLAN, SEMARANG",(024)8446000,Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA SEMARANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA SEMARANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA SEMARANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS TEUNGKU FAKINAH,"JL JENDRAL SUDIRMAN, NO 27-29, BANDA ACEH",(0651)41454,Global Excel Indonesia | Individu | Cashless | ACEH | KOTA BANDA ACEH | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | ACEH | KOTA BANDA ACEH | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | ACEH | KOTA BANDA ACEH | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS TMC,"JL. K H Z MUSTOFA NO 310, TASIKMALAYA",(0265)322333,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN TASIKMALAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN TASIKMALAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN TASIKMALAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS TOELOENGREDJO,"JL. A. YANI 25, PARE, KEDIRI",(0354)391047,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA KEDIRI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA KEDIRI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA KEDIRI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS TRIMITRA,"JL. RAYA JAKARTA- BOGOR KM. 43, CIBINONG, CIBINONG",(021)8763055,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSIA TUMBUH KEMBANG CIMANGGIS,"JL RAYA BOGOR KM.31 PALSI, GUNUNG, CIMANGGIS, DEPOK",(021)8701873,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK UNION DENTAL,"RUKO GOLDEN MADRID 2 F-25, JLLETNAN SUTOPO BSD CITY, TANGERANG",(0811)9761618,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | - | Rawat_Jalan | Rawat_Gigi | Optik
RS UNIVERSITAS AIRLANGGA,"JL KAMPUS C MULYOREJO, SURABAYA",(0315)916287,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS UNIVERSITAS INDONESIA,"JL PROF DR BAHDER DJOHAN, DEPOK",(021)50829292,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS UNIVERSITAS MUHAMMADIYAH MALANG,"JL TLOGOMAS 45, MALANG, MALANG",(0341)561666,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA MALANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA MALANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA MALANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSU WIRADADI HUSADA,"JL MENTRI SOEPENO NO 25, SOKARAJA, BANYUMAS",(0281)6846225,Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KABUPATEN BANYUMAS | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KABUPATEN BANYUMAS | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KABUPATEN BANYUMAS | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSU WOODWARD BALA KESELAMATAN,"JL. WOODWARD NO.1, PALU",(0451)426361,Global Excel Indonesia | Individu | Cashless | SULAWESI TENGAH | KOTA PALU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI TENGAH | KOTA PALU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI TENGAH | KOTA PALU | Rawat_Inap | Rawat_Jalan | - | Optik
RS YASMIN BANYUWANGI,"JL. LETKOL ISTIQLAH NO. 81-84, BANYUWANGI",(0333)424671,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN BANYUWANGI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN BANYUWANGI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN BANYUWANGI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS AL IRSYAD SURABAYA,"JL KHM MANSYUR NO 210-214, SURABAYA",(031)3531223,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS AL ISLAM BANDUNG,"JL SOEKARNO HATTA NO 644, BANDUNG",(022)7510583,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS AMANDA CIKARANG SELATAN,"JL RAYA SERANG NO. 83, CIKARANG SELATAN, BEKASI",(021)8971643,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BEKASI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS ANDALUCIA,"JL RAYA SERANG - PANDEGLANG, KM.5 TEMBONG, KEC.CIPOCOK JAYA, SERANG",(025)44077911,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA SERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA SERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA SERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
"ANNISA CIRACAS, KLINIK & RB","JL. RAYA CIRACAS NO 17, CIRACAS, JAKARTA TIMUR",(021)87720807,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | Rawat_Inap | Rawat_Jalan | - | Optik
