Unnamed: 0,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Cashless; Semua Provinsi; Semua Kota;,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Source_File,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Reimbursement; Semua Provinsi; Semua Kota;,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Diluar Cakupan Pertanggungan/Perlindungan; Semua Provinsi; Semua Kota;
175,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(8128)8134033,"JL. AKRI NO.134, TOWER B,GF,R2, APARTEMEN TAMAN SARI SEMANGGI, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik Gigi,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ADS DENTAL SPECIALIST,
176,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,PAPUA PEGUNUNGAN,KABUPATEN JAYAWIJAYA,(0969)34567,"JL HOM-HOM NO 1, WAMENA, PAPUA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ADVENT WAMENA,
177,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA CILEGON,(025)4392568,"JL. RAMBUTAN NO 12, PAGEBANGAN, CILEGON",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AFINA CILEGON,
178,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA CILEGON,(025)4392568,"JL. RAMBUTAN NO 12, PAGEBANGAN, CILEGON",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AFINA CILEGON,
179,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(8236)0220722,"JL. BRIG. ZEIN HAMID, COMP. MEGAH MAS NO.8 FF, MEDAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AGUNG MULIA,
180,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)4808136,"KOMP MUTIARA SANGGRAHA, BLOK K9/18 PULO GEBANG, JAKARTA TIMUR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AHLI KEBIDANAN & PENY KANDUNGAN,
181,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA PASURUAN,(0343)423390,"JL HASANUDIN NO 45, PASURUAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AL AZIZ,
182,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA PASURUAN,(0343)423390,"JL ERLANGGA-WIRONINI, PASURUAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AL-AZIZ PASURUAN,
183,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)7801190,"JL PEKAYON I/10 RT 08/03, KEL RAGUNAN, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ALFIN'S HEALTH,
184,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KABUPATEN PANDEGLANG,(253-)803777,"JL. RAYA LABUAN KM2, TOROGONG MARGASANA - PANDEGLANG  , PANDEGLANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ALFURQON,
185,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(0227)208284,"JL AWIBITUNG NO.29-31, CICADAS BANDUNG, BANDUNG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AL ISLAM BANDUNG,
186,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA DEPOK,(021)77219559,"JL IR JUANDA NO 13 KEL KEMIRI, BEJI, DEPOK
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AL KINDI,
187,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(0618)366274,"JL KAPITEN PURBA NO 36, PERUM SIMALINGKAR, MEDAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ALTARA,
188,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KEPULAUAN RIAU,KOTA TANJUNGPINANG,(8226)8986699,"JL. RH. FISABILILLAH 18, RIAU
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ALTHEA MEDICAL CENTER,
189,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(081)548768650,"TAMAN PURI CENDANA BLOK E2/1, TRIDAYA SAKTI TAMBUN SELATAN, BEKASI
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AL ZAHRAWI,
190,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(0617)369015,"JL AR HAKIM NO 234, MEDAN, SUMATERA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AMAL ABADI,
191,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)7376386,"JL. BINTARO PERMAI RAYA NO,9A, PONDOK BETUNG, BINTARO, TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AMALIYAH BINTARO,
192,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN TIMUR,KABUPATEN KUTAI KARTANEGARA,(8225)3085984,"JL. PATIN NO.101, TIMBAU, KEC.,  KEC. TENGGARONG, KABUPATEN KU, KUTAI KERTANEGARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AMANAH SEHAT,
193,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN KARAWANG,(025)7402165,"JL R M SOLEH NO 82 SADAMALUN, KARAWANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AMANDA MITRA BUNDA,
194,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(21-5)3164795,"RUKO GOLDEN MADRID II,BLOK, G06, NO.8, JL.LETJEND.SOETOPO, BSD  , TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AMIRA,
195,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN PROBOLINGGO,(0335)845229,"JL MAYJEN SUTOYO NO 18, KRAKSAAN, PROBOLINGGO
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANAK & BERSALIN GAYAZA,
196,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN NGAWI,(0351)749411,"JL JEND SUTOYO, NGAWI
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANAK KASIH MURNI,
197,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)4529498,"JL RAYA MANDIRI TENGAH BLOK M4, KELAPA GADING, JAKARTA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANAKKU CURE AND CARE,
198,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BALI,KABUPATEN GIANYAR,(036)1902210,"JALAN ASTINA PURA SELATAN, TAMPAK SIRING, GIANYAR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANA KLINIK,
199,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)5522754,"JL MT HARYONO NO 5, TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANA MEDIKA,
200,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN CIANJUR,(0263)280557,"JL IR H JUANDA NO 70, CIANJUR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANANDA SIAGA,
201,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(0217)514180,"JL MARGASATWA NO 99, PONDOK LABU, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANDARA DENTAL CARE,
202,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN KARAWANG,(264-)303759,"JL.IR.H.JUANDA NO.17  ,      , CIKAMPEK
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANDINA CIKAMPEK,
203,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN KARAWANG,(267-)438568,"JL.PANCAWATI, NO.5A,  KLARI,      , KARAWANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANDINA KARAWANG,
204,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA SERANG,(0254)8285842,"JL RAYA CIRUAS SERANG NO 9, SERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANDRI MEDISTRA,
205,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BOGOR,(021)29219678,"KP CIBEBER RT 03/02, DS KAHURIPAN KLAPANUNGGAL, BOGOR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANGGI,
206,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(2165)01594,"JL. SUNTER KEMAYORAN NO.19 B, JAKARTA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANGGREK SUNTER KEMAYORAN,
207,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN TRENGGALEK,(2135)5878932,"TALOK, PANDEAN,, KAB TRENGGALEK
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AN-NISA,
208,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(022)2031922,"JL. DR. SETIABUDI NO. 63, BANDUNG",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AN NUR,
209,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN BOJONEGORO,(0353)512260,"JL RAYA BOJONEGORO CEPU NO1688, PANJUNAN BOJONEGORO, BOJONEGORO
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANS,
210,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN KARAWANG,(0264)319356,"JL KALIOYOD NO 11, KOTA BARU, KARAWANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANTARES MEDIKA,
211,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN BOJONEGORO,(003)53512260,"JL RAYA BOJONEGORO CEPU, DS PANJUNAN KEC KALITIDU, BOJONEGORO
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANUGERAH NORMA SEJAHTERA,
212,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(0812)82285700,"JL ANYELIR F69 KPAD, CIJANTUNG II, JAKARTA TIMUR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ANYELIR,
213,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA SURABAYA,(0315)999395,"JL SEMAMPIR TENGAH NO 36A, SURABAYA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK APEEBEE DENTAL AESTHETIC,
214,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)62303060,"JL PANGERAN JAYAKARTA KOMP, 115, JAKARTA PUSAT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK APOLLO,
215,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BALI,KOTA DENPASAR,(0361)255914,"JL.DIPONEGORO NO. 125, DENPASAR",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK & APOTIK KIMIA FARMA DENPASAR NO 34,
216,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BALI,KOTA DENPASAR,(0361)255914,"JL.DIPONEGORO NO. 125, DENPASAR",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK & APOTIK KIMIA FARMA DENPASAR NO 34,
217,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN KARAWANG,(264 )- 310 524,"JL. STASIUN, NO.93 ,      , CIKAMPEK
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AQMA CIKAMPEK,
218,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN PURWAKARTA,(264-)270830,"JL.ANJUN NO.96 PLERED ,      , PURWAKARTA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AQMA PLERED,
219,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN PURWAKARTA,(264-)200377,"JL. IBRAHIM SINGADILAGA, NO.14,      , PURWAKARTA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AQMA PURWAKARTA,
220,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)7869916,"JL SRENGSENG SAWAH NO 49A, JAGARKARSA, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ARAS,
221,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KABUPATEN DELI SERDANG,(062)1441543,"JL STASIUN NO 19 SEI RAMPAH, SERDANG BEDAGAI, DELI SERDANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ARDIFARMA JAYA,
222,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)84312796,"JL RAYA CILANGKAP NO 130, JAKARTA TIMUR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ARDITA,
223,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)72794314,"JL CIKAJANG NO 23A, KEBAYORAN BARU, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ARMAND DJUNAEDI DRG,
224,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(6173)20040,"JALAN GARUDA IV NO.41, PERUMNAS MANDALA, MEDAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ARMON MEDICAL CENTER (AMC),
225,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA SERANG,(025)4251274,"JL RAYA SERANG- PANDEGLANG, BAROS, SERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AR-RAHMAN,
226,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN SUBANG,(0852)94410935,"JL RAYA PURWODADI BLOK SEKOLAH, PURWADADI BARAT, SUBANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ASHIQA,
227,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)73444304,"JL KH WAHID HASYIM, RUKO PERMATA KREO, TANGERANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ASIA FASIFIK,
228,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KABUPATEN DELI SERDANG,(0618)826187,"JL T AMIR HAMZAH KM 31,5, TANDAM HILIR I, DELI SERDANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ASIA MEDIKA,
229,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KEPULAUAN RIAU,KOTA BATAM,(0778)322704,"JL TIBAN I BLOK D3 NO 7, BATAM
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ASIH,
230,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,LAMPUNG,KABUPATEN LAMPUNG SELATAN,(8138)8880121,"JL SLAMET RIYADI 001/005, LAMPUNG SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ASRI HUSADA,
231,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(22-7)230425,"JL. BEKAMIN NO.18 ,      , BANDUNG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ASRI HUSADA I,
232,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BANDUNG,(22-2)507293,"JL. TITIRAN NO.16 ,      , BANDUNG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ASRI HUSADA II,
233,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KOTA YOGYAKARTA,(027)4618400,"JL HOS COKROAMINOTO NO 17, YOGYAKARTA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ASRI MEDICAL CENTER,
234,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN BEKASI,(8521)3610272,"BLK. F1, KARANGRAHARJA, CIKARANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ASSYABIL MEDIKA,
235,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(21-8)8338235,"PERUM. VILLA MUTIARA JAYABLOK, N. 78 /11-12, WANAJAYA, CIBITUNG , BEKASI
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ASYIFA HUSADA VILLA MUTIARA,
236,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN SIDOARJO,(031)8971899,"BENDOMUNGAL, SIDOARJO
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ASY SYIFA PONDOK PESANTREN DARUL FALAH,
237,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(8123)4447393,"JL H IPIN DALAM NO 24 C, PONDOK LABU, CILANDAK, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ATHAYA SEHAT INSANI,
238,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA BARAT,(0811)9291718,"JL.KH.MOH.MANSYUR NO.202F, KEL.TANAH SEREAL KEC.TAMBORA, JAKARTA BARAT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK ATLANTA,
239,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN KARAWANG,(264-)316580,"JL. PURWASARI KM 6,PURWASARI, - KARAWANG    , KARAWANG
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AULIA KARAWANG,
240,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)7220444,"JL ERLANGGA V NO 26, KEBAYORAN BARU, JAKARTA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AUSTRALIAN EMBASSY CLINIC,
241,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG SELATAN,(2122)212599,"JL JOMBANG RAYA NO.9 B, TANGERANG SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AVINA,
242,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SULAWESI SELATAN,KABUPATEN BONE,(0481)25760,"JL MH THAMRIN NO 29 A, WATAMPONE KAB BONE, IRIAN JAYA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AYU MEDIKA,
243,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA SUKABUMI,(2666)725182,"KP BANGBAYANG RT 003/002, DESA BANGBAYANG CICURUG, SUKABUMI
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AZKA,
244,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SULAWESI SELATAN,KOTA MAKASSAR,(0411)8917277,"JL. WIJAYA KUSUMA RAYA NO.8, MAKASSAR",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AZKA NADHIFA,
245,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KABUPATEN ASAHAN,(081)375046929,"HESSA AIR GENTING, DSN I KEC AIR BATU, ASAHAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK AZMY,
246,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN GARUT,(0262)234754,"JL MERDEKA NO 217, GARUT
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK BAITURRAHMAN GARUT,
247,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(8216)473363,"JL MEDAN DESA COT GEULUMPANG, PEUREULAK, ACEH TIMUR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK BAITUSSYIFA,
248,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN KARAWANG,(264-)312371,"JL. AHMAD YANI NO.100,DAWUAN, BARAT     , CIKAMPEK
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK BAKTI MEDIKA,
249,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KEPULAUAN RIAU,KOTA BATAM,(0719)21071,"JL MELATI NO 32, TANJUNG PANDAN, BATAM
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK BAKTI TIMAH,
250,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SULAWESI SELATAN,KOTA MAKASSAR,(0411)441497,"JL A P PETTARANI 2 NO 43, PANAKKUKANG, MAKASSAR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK BALAI BESAR KESEHATAN PARU MASYARAKAT,
251,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN SELATAN,KABUPATEN KOTABARU,(0518)21632,"JL SURYAGANDAMANG N 01 RT007, RW 002 DS BAHARU SELATAN, KOTA BARU
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK BALAI PENGOBATAN KARTINI,
252,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SULAWESI UTARA,KABUPATEN MINAHASA SELATAN,(0430)22715,"JL TRANS SULAWESI BUYUNGON, AMURANG, MINAHASA SELATAN
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK BALA KESELAMATAN CATHERINE BOOTH AMURANG,
253,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BALI,KOTA DENPASAR,(0361)410257,"JL BULUH INDAH LAMA, NO 23, DENPASAR
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK   BALI CHARISMA USADA,
254,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BALI,KABUPATEN BADUNG,(0361)766255,"JL BY PASS NGURAH RAI, SIMPAMG DEWA RUCI, KUTA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,KLINIK BALI DENTAL CLINIC 911 KUTA,
